,규모,면적,신축년도,용도지역,주소
864,지상3/지하0,715㎡,1984년 03월 02일,3종일주,광주광역시 남구 주월동 509
865,지상2/지하0,"1,201㎡",1980년 03월 11일,2종일주,광주광역시 남구 주월동 1281-2
866,지상4/지하1,344.5㎡,1994년 12월 22일,2종일주,광주광역시 남구 주월동 1262-8
867,지상3/지하0,734㎡,1983년 01월 13일,일반상업,광주광역시 남구 주월동 1158-3
868,지상2/지하1,219.7㎡,1979년 08월 29일,준주거,광주광역시 남구 주월동 974-277
869,지상4/지하0,209.3㎡,2003년 03월 10일,1종일주,광주광역시 남구 주월동 974-21
870,지상4/지하0,330.6㎡,2012년 10월 09일,2종일주,광주광역시 남구 주월동 970-5
871,지상2/지하1,363.8㎡,1980년 01월 16일,2종일주,광주광역시 남구 주월동 967-38
872,지상2/지하0,537.2㎡,1979년 02월 15일,일반상업,광주광역시 남구 주월동 965-4
873,지상3/지하0,510㎡,1985년 11월 18일,1종일주,광주광역시 남구 주월동 953-14
874,지상4/지하0,335㎡,2010년 10월 20일,1종일주,광주광역시 남구 주월동 468-4
875,지상4/지하0,349㎡,2002년 07월 27일,1종일주,광주광역시 남구 주월동 440-16
876,지상4/지하0,418㎡,2004년 11월 24일,일반상업,광주광역시 남구 주월동 941-17
877,지상6/지하0,241.3㎡,2012년 10월 15일,일반상업,광주광역시 남구 주월동 1273-10
878,지상4/지하1,"1,384㎡",1980년 07월 21일,2종일주,광주광역시 남구 월산동 1009-1
879,지상3/지하1,859㎡,1980년 10월 16일,2종일주,광주광역시 남구 월산동 1009-7
880,지상2/지하1,231.9㎡,1980년 07월 24일,2종일주,광주광역시 남구 월산동 1047-14
881,지상2/지하1,266.4㎡,1982년 03월 09일,2종일주,광주광역시 남구 월산동 1037-1
882,지상3/지하0,444.6㎡,1983년 04월 29일,2종일주,광주광역시 남구 월산동 1033-9
883,지상4/지하0,244㎡,2006년 01월 19일,2종일주,광주광역시 남구 월산동 1032-3
884,지상2/지하1,504.6㎡,1981년 05월 27일,2종일주,광주광역시 남구 월산동 1031-29
885,지상2/지하1,498.8㎡,1981년 05월 14일,1종일주,광주광역시 남구 월산동 1020-38
886,지상2/지하0,245.4㎡,1981년 05월 07일,1종일주,광주광역시 남구 월산동 1019-9
887,지상2/지하0,721.7㎡,1980년 10월 25일,1종일주,광주광역시 남구 월산동 1018-4
888,,336㎡,,2종일주,광주광역시 남구 월산동 1012-12
889,지상5/지하0,396.7㎡,2003년 06월 05일,1종일주,광주광역시 남구 월산동 1007-6
890,지상2/지하1,305.1㎡,1979년 08월 00일,2종일주,광주광역시 남구 월산동 984-8
891,지상4/지하1,251.5㎡,1992년 03월 06일,1종일주,광주광역시 남구 월산동 978-9
892,지상4/지하0,209.3㎡,2002년 05월 06일,1종일주,광주광역시 남구 월산동 977-11
893,지상4/지하0,197.1㎡,2001년 08월 17일,2종일주,광주광역시 남구 월산동 947-13
894,지상4/지하0,216.5㎡,2002년 11월 30일,2종일주,광주광역시 남구 월산동 935-5
895,지상4/지하1,203.4㎡,2003년 01월 28일,2종일주,광주광역시 남구 월산동 932-19
896,지상5/지하0,217.5㎡,2002년 04월 08일,준주거,광주광역시 남구 월산동 931-16
897,지상4/지하0,166.2㎡,2003년 07월 31일,준주거,광주광역시 남구 월산동 918-35
898,지상4/지하1,202.1㎡,1996년 07월 03일,1종일주,광주광역시 남구 월산동 905-33
899,지상2/지하1,613㎡,1987년 04월 22일,1종일주,광주광역시 남구 월산동 615-7
900,지상3/지하0,423㎡,1987년 09월 08일,1종일주,광주광역시 남구 월산동 614-3
901,지상3/지하0,638㎡,1983년 09월 05일,1종일주,광주광역시 남구 월산동 569-38
902,지상4/지하0,123㎡,2002년 02월 08일,2종일주,광주광역시 남구 월산동 293-1
903,지상4/지하0,271㎡,2001년 10월 08일,2종일주,광주광역시 남구 월산동 247-3
904,지상4/지하1,330㎡,2002년 03월 28일,1종일주,광주광역시 남구 월산동 216-12
905,지상3/지하1,197㎡,1986년 07월 30일,2종일주,광주광역시 남구 월산동 165-1
906,지상4/지하0,230㎡,2002년 09월 16일,2종일주,광주광역시 남구 월산동 155-55
907,지상3/지하1,883㎡,1981년 05월 02일,2종일주,광주광역시 남구 월산동 1013-4
908,지상4/지하1,760㎡,2006년 07월 26일,1종일주,광주광역시 남구 월산동 982-11
909,지상3/지하0,604㎡,1983년 06월 30일,준주거,광주광역시 남구 월산동 1039-9
910,지상2/지하1,541.6㎡,1981년 06월 05일,2종일주,광주광역시 남구 월산동 1031-14
911,지상2/지하1,532.4㎡,1981년 05월 14일,1종일주,광주광역시 남구 월산동 1020-37
912,지상4/지하0,566.6㎡,2013년 03월 06일,2종일주,광주광역시 남구 월산동 1003-2
913,지상3/지하1,577.3㎡,1985년 04월 19일,1종일주,광주광역시 남구 월산동 980-14
914,지상3/지하0,872.4㎡,1984년 03월 09일,2종일주,광주광역시 남구 월산동 956-5
915,지상4/지하1,792.8㎡,1995년 07월 04일,1종일주,광주광역시 남구 월산동 944-11
916,지상3/지하1,154㎡,1991년 08월 06일,2종일주,광주광역시 남구 월산동 297-5
917,지상3/지하1,793.4㎡,1983년 04월 20일,준주거,광주광역시 남구 월산동 1015-8
918,지상5/지하1,881㎡,2013년 01월 10일,2종일주,광주광역시 남구 월산동 110-18
919,지상2/지하1,"1,266㎡",1979년 10월 19일,1종일주,광주광역시 남구 월산동 590-1
920,지상3/지하0,"2,738.1㎡",1979년 11월 30일,2종일주,광주광역시 남구 월산동 907-29
921,지상5/지하1,"1,914㎡",1984년 08월 28일,준주거,광주광역시 남구 월산동 927-1
922,지상1/지하0,"32,084.1㎡",2009년 12월 30일,3종일주,광주광역시 서구 금호동 743-3
923,지상15/지하1,"21,824.7㎡",1994년 02월 18일,3종일주,광주광역시 서구 금호동 742-2
924,지상14/지하1,"14,836.5㎡",1999년 04월 15일,3종일주,광주광역시 서구 금호동 767
925,지상12/지하1,"20,835.2㎡",2000년 11월 30일,3종일주,광주광역시 서구 금호동 805
926,지상15/지하1,"13,524.3㎡",1998년 08월 13일,3종일주,광주광역시 서구 금호동 770
927,지상19/지하1,"24,158.9㎡",2000년 05월 26일,3종일주,광주광역시 서구 금호동 815
928,지상15/지하1,"27,769.6㎡",1993년 12월 10일,3종일주,광주광역시 서구 금호동 741-1
929,지상3/지하1,"5,512㎡",1990년 11월 23일,3종일주,광주광역시 남구 진월동 340
930,지상15/지하1,"4,310㎡",1990년 11월 23일,3종일주,광주광역시 남구 진월동 344
931,지상4/지하1,"15,311㎡",1997년 11월 13일,3종일주,광주광역시 남구 진월동 348
932,지상19/지하1,"28,414㎡",2000년 12월 15일,3종일주,광주광역시 남구 진월동 499-68
933,지상2/지하1,"14,702㎡",1997년 07월 01일,3종일주,광주광역시 남구 진월동 245
934,지상18/지하1,"13,139㎡",1992년 01월 23일,3종일주,광주광역시 남구 진월동 331-93
935,지상13/지하1,"8,320㎡",1987년 12월 15일,3종일주,광주광역시 남구 진월동 508-5
936,지상16/지하1,"12,263㎡",1998년 03월 30일,3종일주,광주광역시 남구 진월동 281
937,지상20/지하1,"5,775㎡",1998년 02월 14일,3종일주,광주광역시 남구 진월동 312-7
938,지상1/지하0,"3,522㎡",1998년 06월 16일,3종일주,광주광역시 남구 진월동 489-2
939,지상5/지하0,"10,289㎡",1986년 02월 25일,3종일주,광주광역시 남구 진월동 250-3
940,지상5/지하0,"5,170㎡",1982년 12월 16일,2종일주,광주광역시 남구 진월동 363-4
941,지상20/지하2,"8,297㎡",1998년 05월 28일,3종일주,광주광역시 남구 진월동 241
942,지상15/지하1,"4,461㎡",2001년 10월 26일,2종일주,광주광역시 남구 진월동 269
943,지상2/지하0,"1,882㎡",1983년 12월 23일,2종일주,광주광역시 남구 진월동 380-15
944,지상5/지하0,"2,049㎡",1983년 11월 11일,2종일주,광주광역시 남구 진월동 380-13
945,지상3/지하0,"4,006㎡",1984년 01월 18일,2종일주,광주광역시 남구 진월동 364-1
946,지상5/지하0,"2,869㎡",1983년 06월 21일,2종일주,광주광역시 남구 진월동 362
947,지상19/지하1,"16,439㎡",1997년 03월 22일,3종일주,광주광역시 남구 진월동 277
948,지상15/지하1,"3,456㎡",1991년 11월 16일,3종일주,광주광역시 남구 진월동 508-10
949,지상15/지하1,"3,250㎡",1990년 04월 17일,3종일주,광주광역시 남구 진월동 500-7
950,지상2/지하0,"3,651㎡",1996년 07월 02일,3종일주,광주광역시 남구 진월동 333-30
951,지상1/지하1,"3,022㎡",1999년 06월 22일,2종일주,광주광역시 남구 진월동 388
952,지상19/지하0,"10,556㎡",1996년 11월 06일,3종일주,광주광역시 남구 진월동 267
953,지상2/지하0,"12,562㎡",2000년 12월 22일,3종일주,광주광역시 남구 진월동 484
954,지상18/지하1,"12,401㎡",1999년 11월 11일,3종일주,광주광역시 남구 진월동 470-1
955,지상5/지하1,560㎡,1996년 06월 22일,3종일주,광주광역시 남구 진월동 250-4
956,지상5/지하1,"2,387㎡",1984년 04월 19일,2종일주,광주광역시 남구 주월동 54-22
957,지상2/지하0,"4,468㎡",1985년 11월 15일,3종일주,광주광역시 남구 주월동 1199-12
958,지상15/지하2,"6,010㎡",1987년 01월 22일,3종일주,광주광역시 남구 주월동 383
959,지상1/지하0,"12,537㎡",1995년 06월 17일,3종일주,광주광역시 남구 주월동 456
960,지상15/지하1,"7,107㎡",1989년 12월 12일,3종일주,광주광역시 남구 주월동 1240-1
961,지상2/지하0,"4,577㎡",1986년 12월 10일,3종일주,광주광역시 남구 주월동 499
962,지상13/지하1,"1,579㎡",1998년 04월 00일,2종일주,광주광역시 남구 주월동 485-2
963,지상2/지하0,"2,566㎡",1984년 03월 02일,3종일주,광주광역시 남구 주월동 1170-3
964,지상12/지하1,"2,860㎡",1987년 09월 25일,3종일주,광주광역시 남구 주월동 373
965,지상5/지하1,"1,934.2㎡",1983년 01월 10일,2종일주,광주광역시 남구 주월동 1262-3
966,지상10/지하1,"1,055㎡",2000년 11월 25일,2종일주,광주광역시 남구 주월동 714
967,지상1/지하0,"1,730㎡",1991년 01월 14일,3종일주,광주광역시 남구 주월동 533-1
968,지상2/지하0,"3,359㎡",1985년 02월 01일,2종일주,광주광역시 남구 주월동 446
969,지상8/지하2,"1,265㎡",2007년 03월 29일,3종일주,광주광역시 남구 주월동 420-4
970,지상2/지하0,"3,280㎡",1986년 05월 01일,3종일주,광주광역시 남구 주월동 1199-7
971,지상11/지하2,"2,574㎡",2004년 08월 21일,2종일주,광주광역시 남구 주월동 716-1
972,지상1/지하0,"2,794㎡",,2종일주,광주광역시 남구 주월동 1205-1
973,지상13/지하2,"2,235㎡",2003년 03월 20일,2종일주,광주광역시 남구 주월동 1205
974,지상15/지하1,"1,940㎡",2002년 02월 09일,3종일주,광주광역시 남구 주월동 1021-3
975,지상15/지하1,"2,028㎡",1999년 12월 20일,3종일주,광주광역시 남구 주월동 543-9
976,지상2/지하0,"5,485㎡",2004년 06월 22일,3종일주,광주광역시 남구 주월동 716-11
977,지상2/지하1,"2,939㎡",1991년 12월 14일,3종일주,광주광역시 남구 주월동 541-4
978,지상18/지하1,"5,638㎡",1999년 05월 20일,3종일주,광주광역시 남구 주월동 29
979,지상4/지하0,"5,968㎡",2004년 10월 08일,2종일주,광주광역시 남구 주월동 1152
980,지상15/지하1,"6,458㎡",1989년 12월 09일,3종일주,광주광역시 남구 주월동 450-2
981,지상11/지하1,"12,586㎡",1991년 06월 03일,3종일주,광주광역시 남구 주월동 450-91
982,,"6,287.5㎡",,2종일주,광주광역시 남구 주월동 1318
983,지상14/지하1,"8,903㎡",1997년 06월 03일,3종일주,광주광역시 남구 주월동 1134
984,지상24/지하1,578㎡,1996년 05월 04일,3종일주,광주광역시 남구 주월동 1021-53
985,지상1/지하0,"9,134㎡",1995년 02월 27일,3종일주,광주광역시 남구 주월동 700
986,지상20/지하1,"38,899.2㎡",2000년 04월 21일,3종일주,광주광역시 서구 풍암동 1132
987,지상17/지하1,"18,926㎡",2000년 10월 14일,3종일주,광주광역시 서구 풍암동 1058
988,지상16/지하1,"15,464.7㎡",2000년 06월 05일,3종일주,광주광역시 서구 풍암동 1059
989,지상14/지하1,"53,015.2㎡",2005년 11월 24일,3종일주,광주광역시 서구 동천동 502
990,지상10/지하1,"49,177㎡",2006년 09월 05일,3종일주,광주광역시 서구 동천동 658
991,지상19/지하1,"28,621㎡",2014년 10월 10일,2종일주,광주광역시 남구 행암동 556
992,지상15/지하1,"21,410.7㎡",2017년 10월 25일,2종일주,광주광역시 남구 행암동 713
993,지상17/지하1,"27,401.7㎡",2016년 04월 29일,2종일주,광주광역시 남구 행암동 539
994,지상1/지하0,"16,763㎡",2014년 06월 11일,2종일주,광주광역시 남구 행암동 597
995,지상17/지하0,"28,320.8㎡",2011년 06월 23일,3종일주,광주광역시 남구 백운동 686
996,지상21/지하1,"8,743.3㎡",2011년 10월 19일,준주거,광주광역시 남구 백운동 693
997,지상20/지하1,"4,657㎡",1996년 05월 28일,3종일주,광주광역시 남구 백운동 458
998,지상1/지하0,"2,364.3㎡",1987년 01월 21일,2종일주,광주광역시 남구 백운동 585-3
999,지상5/지하0,811.7㎡,1982년 11월 24일,3종일주,광주광역시 남구 백운동 606-1
1000,지상5/지하0,"1,984㎡",1984년 02월 13일,2종일주,광주광역시 남구 백운동 231-14
1001,지상13/지하1,"3,384㎡",1988년 03월 31일,3종일주,광주광역시 남구 백운동 514-44
1002,지상15/지하1,"6,418㎡",1989년 08월 31일,3종일주,광주광역시 남구 백운동 461-1
1003,지상20/지하1,"10,097㎡",1995년 02월 28일,3종일주,광주광역시 남구 백운동 419
1004,지상2/지하0,"5,022㎡",1991년 02월 05일,3종일주,광주광역시 남구 백운동 409
1005,지상5/지하1,"4,246㎡",1981년 09월 26일,3종일주,광주광역시 남구 방림동 486-12
1006,지상2/지하0,"1,498㎡",1985년 07월 09일,2종일주,광주광역시 남구 방림동 89-29
1007,지상5/지하0,"2,157㎡",1985년 07월 09일,2종일주,광주광역시 남구 방림동 89-25
1008,지상2/지하0,"2,609㎡",1987년 12월 14일,준주거,광주광역시 남구 방림동 377-5
1009,지상1/지하0,250㎡,2013년 02월 28일,준주거,광주광역시 남구 방림동 377-3
1010,지상6/지하0,"1,526㎡",1983년 06월 27일,2종일주,광주광역시 남구 방림동 88
1011,지상5/지하0,"2,807.9㎡",1983년 02월 05일,2종일주,광주광역시 남구 방림동 530-4
1012,지상15/지하2,"5,050.9㎡",1988년 10월 26일,3종일주,광주광역시 남구 방림동 558
1013,지상22/지하1,80㎡,1994년 07월 15일,3종일주,광주광역시 남구 방림동 62-27
1014,지상15/지하1,"38,051.6㎡",1989년 05월 26일,3종일주,광주광역시 남구 방림동 556-1
1015,지상3/지하0,"39,434.6㎡",1989년 06월 01일,3종일주,광주광역시 남구 방림동 556
1016,지상2/지하0,"10,335㎡",2009년 04월 10일,3종일주,광주광역시 남구 봉선동 21
1017,지상5/지하0,"1,295㎡",1986년 02월 27일,2종일주,광주광역시 남구 봉선동 310-1
1018,지상1/지하0,63㎡,,3종일주,광주광역시 남구 봉선동 5
1019,지상13/지하2,"2,568㎡",2002년 10월 24일,2종일주,광주광역시 남구 봉선동 148-1
1020,지상15/지하2,"2,603㎡",2003년 03월 07일,2종일주,광주광역시 남구 월산동 137-1
1021,지상0/지하1,"21,291㎡",2007년 11월 12일,2종일주,광주광역시 남구 노대동 734
1022,지상0/지하1,"19,294.8㎡",2007년 12월 07일,2종일주,광주광역시 남구 노대동 726
1023,지상0/지하1,"16,237.2㎡",2007년 12월 07일,2종일주,광주광역시 남구 노대동 725
1024,,"14,275㎡",,2종일주,광주광역시 남구 노대동 825
1025,지상0/지하1,"39,924.1㎡",2007년 11월 26일,2종일주,광주광역시 남구 노대동 731
1026,지상18/지하0,"34,542.7㎡",2008년 05월 20일,3종일주,광주광역시 남구 양림동 506
1027,지상15/지하1,"3,843㎡",1986년 10월 13일,3종일주,광주광역시 남구 월산동 411-3
1028,지상13/지하0,"2,862.8㎡",1985년 02월 09일,2종일주,광주광역시 남구 월산동 1005-3
1029,지상5/지하0,777.9㎡,1982년 12월 31일,2종일주,광주광역시 남구 월산동 1020-11
1030,지상5/지하0,830.4㎡,1982년 12월 31일,2종일주,광주광역시 남구 월산동 1020-10
1031,지상5/지하1,"1,349.1㎡",1981년 05월 02일,2종일주,광주광역시 남구 월산동 1006-3
1032,지상5/지하0,"1,849㎡",1981년 12월 24일,2종일주,광주광역시 남구 월산동 580
1033,지상1/지하0,"1,830.8㎡",1996년 08월 19일,2종일주,광주광역시 남구 월산동 976-1
1034,지상10/지하1,"1,353㎡",2010년 12월 29일,2종일주,광주광역시 남구 월산동 337-97
1035,지상5/지하0,"5,512㎡",1986년 12월 08일,2종일주,광주광역시 남구 월산동 323-44
1036,지상2/지하0,"4,128㎡",2008년 09월 10일,3종일주,광주광역시 남구 월산동 606-3
1037,지상3/지하0,"11,744㎡",1990년 03월 15일,2종일주,광주광역시 남구 월산동 284
1038,지상5/지하1,"16,538㎡",1978년 12월 02일,2종일주,광주광역시 남구 월산동 110-5
1039,지상4/지하1,"18,245㎡",1996년 06월 26일,3종일주,광주광역시 남구 송하동 43-28
1040,지상0/지하0,"5,813㎡",,3종일주,광주광역시 남구 서동 285
1041,지상15/지하1,"3,604㎡",1991년 09월 17일,2종일주,광주광역시 남구 서동 19
1042,지상10/지하0,"3,137.8㎡",1978년 04월 11일,2종일주,광주광역시 남구 사동 163-8
1043,지상4/지하0,192㎡,2005년 02월 25일,2종일주,광주광역시 서구 쌍촌동 1100-1
1044,지상4/지하0,280㎡,2002년 10월 11일,2종일주,광주광역시 서구 쌍촌동 1100
1045,지상4/지하0,342.6㎡,2002년 01월 02일,1종일주,광주광역시 서구 쌍촌동 1005-32
1046,지상5/지하0,405.3㎡,2010년 07월 09일,2종일주,광주광역시 서구 쌍촌동 1004-40
1047,지상5/지하0,411.3㎡,2008년 01월 31일,2종일주,광주광역시 서구 쌍촌동 1004-2
1048,지상2/지하1,208.8㎡,1986년 10월 24일,1종일주,광주광역시 서구 쌍촌동 1001-51
1049,지상2/지하0,124.4㎡,1980년 04월 28일,1종일주,광주광역시 서구 쌍촌동 997-60
1050,,321㎡,,2종일주,광주광역시 서구 쌍촌동 992-22
1051,,381㎡,,2종일주,광주광역시 서구 쌍촌동 992-19
1052,지상5/지하0,288.2㎡,2012년 03월 14일,준주거,광주광역시 서구 쌍촌동 985-20
1053,지상5/지하0,274.4㎡,2012년 09월 11일,준주거,광주광역시 서구 쌍촌동 985-18
1054,지상4/지하0,181.8㎡,2002년 09월 16일,2종일주,광주광역시 서구 쌍촌동 984-25
1055,지상4/지하0,289.6㎡,2003년 04월 12일,2종일주,광주광역시 서구 쌍촌동 984-2
1056,지상2/지하1,474.8㎡,1980년 11월 25일,2종일주,광주광역시 서구 쌍촌동 981-79
1057,지상2/지하1,703.8㎡,1983년 11월 25일,2종일주,광주광역시 서구 쌍촌동 981-53
1058,지상4/지하0,189.1㎡,2003년 02월 25일,2종일주,광주광역시 서구 쌍촌동 981-12
1059,지상2/지하1,258.9㎡,1982년 01월 09일,1종일주,광주광역시 서구 쌍촌동 979-25
1060,지상4/지하0,399.3㎡,2001년 11월 14일,1종일주,광주광역시 서구 쌍촌동 979-9
1061,지상6/지하0,315.1㎡,2014년 02월 05일,일반상업,광주광역시 서구 쌍촌동 972-8
1062,지상6/지하0,130.6㎡,2013년 10월 24일,일반상업,광주광역시 서구 쌍촌동 969-53
1063,지상5/지하0,287.7㎡,2012년 09월 11일,준주거,광주광역시 서구 쌍촌동 964-62
1064,지상2/지하1,309.4㎡,1980년 09월 09일,1종일주,광주광역시 서구 쌍촌동 960-10
1065,지상4/지하0,237㎡,2001년 09월 13일,1종일주,광주광역시 서구 쌍촌동 959-5
1066,지상3/지하1,149.5㎡,1979년 12월 15일,1종일주,광주광역시 서구 쌍촌동 953-23
1067,지상4/지하0,248.2㎡,2004년 02월 13일,2종일주,광주광역시 서구 쌍촌동 951-4
1068,지상6/지하0,277.6㎡,2018년 06월 18일,2종일주,광주광역시 서구 쌍촌동 950-15
1069,지상5/지하0,806㎡,2013년 07월 18일,1종일주,광주광역시 서구 쌍촌동 905-75
1070,지상4/지하0,908㎡,2012년 09월 11일,1종일주,광주광역시 서구 쌍촌동 905-74
1071,지상4/지하0,990㎡,2013년 11월 12일,1종일주,광주광역시 서구 쌍촌동 905-36
1072,지상5/지하0,325㎡,2006년 10월 09일,2종일주,광주광역시 서구 쌍촌동 807-19
1073,지상4/지하0,132㎡,2004년 10월 18일,1종일주,광주광역시 서구 쌍촌동 564-131
1074,지상4/지하0,204㎡,2006년 01월 10일,1종일주,광주광역시 서구 쌍촌동 549-42
1075,지상4/지하0,304㎡,2005년 07월 06일,2종일주,광주광역시 서구 쌍촌동 540-1
1076,지상4/지하0,254㎡,2006년 07월 19일,2종일주,광주광역시 서구 쌍촌동 537-2
1077,지상4/지하0,306㎡,2004년 08월 18일,2종일주,광주광역시 서구 쌍촌동 537-1
1078,지상4/지하0,289㎡,2004년 12월 22일,2종일주,광주광역시 서구 쌍촌동 536
1079,지상4/지하0,86㎡,2005년 08월 18일,2종일주,광주광역시 서구 쌍촌동 535
1080,지상5/지하0,132㎡,2005년 12월 27일,2종일주,광주광역시 서구 쌍촌동 534-3
1081,지상4/지하0,150㎡,2005년 08월 24일,2종일주,광주광역시 서구 쌍촌동 534
1082,지상4/지하0,128㎡,2005년 09월 26일,2종일주,광주광역시 서구 쌍촌동 533-1
1083,지상5/지하0,262㎡,2006년 08월 18일,2종일주,광주광역시 서구 쌍촌동 531-13
1084,지상5/지하0,201㎡,2006년 08월 23일,2종일주,광주광역시 서구 쌍촌동 531-6
1085,지상5/지하0,260㎡,2015년 04월 17일,2종일주,광주광역시 서구 쌍촌동 531
1086,지상4/지하0,315㎡,2006년 06월 20일,2종일주,광주광역시 서구 쌍촌동 528-1
1087,지상4/지하0,180㎡,2004년 09월 02일,2종일주,광주광역시 서구 쌍촌동 527-1
1088,지상4/지하0,200㎡,2004년 02월 24일,2종일주,광주광역시 서구 쌍촌동 527
1089,지상4/지하0,245㎡,2004년 12월 20일,2종일주,광주광역시 서구 쌍촌동 526
1090,지상4/지하0,208㎡,2004년 01월 07일,2종일주,광주광역시 서구 쌍촌동 525-1
1091,지상5/지하0,977㎡,2015년 09월 01일,2종일주,광주광역시 서구 쌍촌동 525
1092,지상5/지하0,254㎡,2005년 11월 09일,2종일주,광주광역시 서구 쌍촌동 513-1
1093,지상4/지하0,145㎡,2006년 01월 31일,1종일주,광주광역시 서구 쌍촌동 504-16
1094,지상4/지하0,83㎡,2005년 09월 29일,1종일주,광주광역시 서구 쌍촌동 504-13
1095,지상4/지하0,172㎡,2005년 12월 20일,2종일주,광주광역시 서구 쌍촌동 488-5
1096,지상4/지하1,313㎡,2015년 07월 01일,1종일주,광주광역시 서구 쌍촌동 474-24
1097,지상4/지하1,202㎡,1994년 02월 02일,1종일주,광주광역시 서구 쌍촌동 401-10
1098,지상3/지하0,669㎡,1987년 04월 03일,1종일주,광주광역시 서구 쌍촌동 330-2
1099,지상4/지하0,169㎡,2002년 03월 21일,1종일주,광주광역시 서구 쌍촌동 328-53
1100,지상4/지하0,211㎡,2002년 07월 27일,1종일주,광주광역시 서구 쌍촌동 328-52
1101,지상4/지하0,305㎡,2002년 03월 25일,1종일주,광주광역시 서구 쌍촌동 328-51
1102,지상4/지하0,234.7㎡,2006년 05월 16일,준주거,광주광역시 동구 지산동 719-12
1103,지상4/지하0,234.7㎡,2006년 05월 04일,준주거,광주광역시 동구 지산동 719-11
1104,지상5/지하0,188.8㎡,2015년 02월 27일,준주거,광주광역시 동구 지산동 719-4
1105,지상3/지하0,320.7㎡,2002년 03월 06일,2종일주,광주광역시 동구 지산동 716-43
1106,지상4/지하0,237㎡,2001년 11월 26일,2종일주,광주광역시 동구 지산동 714-9
1107,지상3/지하0,205㎡,1996년 05월 03일,2종일주,광주광역시 동구 지산동 703-47
1108,지상2/지하1,208.3㎡,1986년 05월 06일,2종일주,광주광역시 동구 지산동 703-29
1109,지상5/지하0,310.7㎡,2012년 11월 29일,2종일주,광주광역시 동구 지산동 703-17
1110,지상4/지하0,450.6㎡,2018년 08월 16일,2종일주,광주광역시 동구 지산동 703-13
1111,지상4/지하0,149㎡,2003년 10월 09일,2종일주,광주광역시 동구 지산동 694-49
1112,지상4/지하0,152㎡,2003년 04월 08일,2종일주,광주광역시 동구 지산동 691-12
1113,지상4/지하0,83㎡,2004년 02월 18일,2종일주,광주광역시 동구 지산동 691-11
1114,지상5/지하0,240㎡,2001년 11월 16일,2종일주,광주광역시 동구 지산동 503-4
1115,지상2/지하1,260㎡,1981년 05월 18일,1종일주,광주광역시 동구 지산동 463-11
1116,지상4/지하0,166㎡,2004년 11월 15일,2종일주,광주광역시 동구 지산동 461-13
1117,지상4/지하0,227㎡,2005년 11월 04일,2종일주,광주광역시 동구 지산동 461-1
1118,지상4/지하0,122㎡,2005년 04월 27일,2종일주,광주광역시 동구 지산동 460-7
1119,지상4/지하0,162㎡,2005년 04월 27일,2종일주,광주광역시 동구 지산동 460-4
1120,지상4/지하0,221㎡,2004년 03월 15일,2종일주,광주광역시 동구 지산동 459-1
1121,지상4/지하0,291㎡,2004년 03월 19일,2종일주,광주광역시 동구 지산동 457-2
1122,지상4/지하0,205㎡,2006년 04월 26일,2종일주,광주광역시 동구 지산동 453-11
1123,지상4/지하0,126㎡,2005년 10월 10일,2종일주,광주광역시 동구 지산동 452-13
1124,지상5/지하0,69㎡,2002년 12월 24일,2종일주,광주광역시 동구 지산동 452-9
1125,지상4/지하0,264㎡,2003년 10월 29일,2종일주,광주광역시 동구 지산동 452-4
1126,지상4/지하0,210㎡,2004년 04월 02일,2종일주,광주광역시 동구 지산동 452-3
1127,지상2/지하1,272㎡,1989년 11월 03일,2종일주,광주광역시 동구 지산동 452-2
1128,지상4/지하0,301㎡,2005년 01월 19일,2종일주,광주광역시 동구 지산동 452-1
1129,지상4/지하0,200㎡,2005년 08월 25일,2종일주,광주광역시 동구 지산동 450-7
1130,지상5/지하0,337㎡,2012년 02월 28일,2종일주,광주광역시 동구 지산동 448-33
1131,지상3/지하0,213㎡,2004년 03월 26일,2종일주,광주광역시 동구 지산동 447-13
1132,지상4/지하0,331㎡,2008년 02월 22일,2종일주,광주광역시 동구 지산동 431-7
1133,지상4/지하0,409㎡,2008년 04월 15일,2종일주,광주광역시 동구 지산동 430-7
1134,지상4/지하0,198㎡,2006년 08월 25일,2종일주,광주광역시 동구 지산동 429-7
1135,지상3/지하0,198㎡,2003년 03월 22일,2종일주,광주광역시 동구 지산동 414-30
1136,지상3/지하1,192㎡,1990년 08월 27일,2종일주,광주광역시 동구 지산동 413-1
1137,지상5/지하0,307㎡,2013년 04월 12일,2종일주,광주광역시 동구 지산동 342-38
1138,지상5/지하0,230㎡,2004년 06월 07일,2종일주,광주광역시 동구 지산동 310-7
1139,지상4/지하0,152㎡,2003년 07월 11일,2종일주,광주광역시 동구 지산동 292
1140,지상4/지하0,16㎡,2004년 03월 29일,2종일주,광주광역시 동구 지산동 290-1
1141,지상4/지하0,273㎡,2002년 02월 09일,2종일주,광주광역시 동구 지산동 289
1142,지상3/지하0,174㎡,2005년 03월 30일,2종일주,광주광역시 동구 지산동 280-2
1143,지상4/지하0,191㎡,2007년 06월 04일,2종일주,광주광역시 동구 지산동 232-53
1144,지상4/지하0,138㎡,2006년 05월 02일,2종일주,광주광역시 동구 지산동 232-38
1145,지상4/지하0,158㎡,2006년 02월 17일,2종일주,광주광역시 동구 지산동 232-27
1146,지상4/지하0,160㎡,2006년 05월 04일,2종일주,광주광역시 동구 지산동 232-26
